,COT_CONTS_NAME,COT_CONTS_ID,COT_VALUE_03,COT_COORD_X,COT_COORD_Y,COT_VALUE_04,COT_VALUE_05,COT_CONTS_STAT,COT_CONTS_GEOM,COT_EXTRA_DATA_02,COT_CONTS_TYPE,COT_GU_NAME,COT_THEME_SUB_ID,COT_ADDR_FULL_NEW,COT_COORD_TYPE,COT_ADDR_FULL_OLD,COT_TEL_NO
162,칸틴커피대치,zerowaste_2023_029,"월~토 08:00 ~ 17:30, 일 휴무",127.066890000,37.507080000,커피 음료,,1,POINT(127.06689 37.50708),https://www.instagram.com/kanteen_daechi/,2,강남구,1,서울특별시 강남구 테헤란로114길 38,1,서울특별시 강남구 대치동 1004,02-568-1066
163,커피수공업,zerowaste_2023_044,"월~금 08:00 ~ 22:00, 토 10:00-21:00, 일 11:00-21:00",127.025080000,37.586410000,커피 음료,,1,POINT(127.02508 37.58641),-,2,성북구,1,서울특별시 성북구 고려대로 51,1,서울특별시 성북구 안암동2가 118-8,070-8724-9384
164,커피에반하다 강북구청점,zerowaste_0032,"평일 07:30~22:30
토요일 10:30~23:00  일요일, 공휴일 10:30~21:00",127.026128860,37.639775735,"커피, 음료",http://www.instagram.com/icoffeebanhada,1,POINT(127.02612886 37.639775735),http://www.coffeelovecoffee.com/,2,강북구,1,서울특별시 강북구 한천로139길 10,1,서울특별시 강북구 수유동 190-49,02-999-6753
165,커피에이엠,zerowaste_2023_088,매일 09:00 ~ 21:00,126.849050000,37.550580000,커피 음료,,1,POINT(126.84905 37.55058),-,2,강서구,1,서울특별시 강서구 화곡로 296,1,서울특별시 강서구 화곡동 980-21,02-2605-7708
166,커피한약방,zerowaste_2023_040,"월~금 10:00 ~ 22:00, 토 11:00-22:00, 일 11:00-20:00",126.988620000,37.566580000,커피 음료,,1,POINT(126.98862 37.56658),-,2,중구,1,서울특별시 중구 삼일대로12길 16-6,1,서울특별시 중구 을지로2가 101-34,070-4148-4242
167,코스메틱미아,zerowaste_2022047,"월-토 14:00-21:00 화 14:00-18:00 일 휴무
",126.922495113,37.583811071,"친환경생필품, 리필세제. 친환경수세미 등",https://www.instagram.com/onlynature_cosmeticmia/,1,POINT(126.92249 37.583813),https://www.instagram.com/onlynature_cosmeticmia/,2,서대문구,3,서울특별시 서대문구 명지대7길 13,1,서울특별시 서대문구 남가좌동 3-6,
168,쿠아레비 구산점,zerowaste_0058,,126.916290550,37.611634364,"빵, 음료",https://www.instagram.com/quoirez.b/,1,POINT(126.91629055 37.611634364),,2,은평구,1,서울특별시 은평구 서오릉로 149,1,서울특별시 은평구 구산동 2-36,02-356-7885
169,큐클리프,zerowaste_2022026,"월-금 10:00-18:00
",127.121479908,37.534596039,"친환경생필품,  우산업사이클, 현수막업사이클",https://www.instagram.com/cueclyp/,1,POINT(127.12148 37.534595),https://cueclyp.com/,2,송파구,3,서울특별시 송파구 올림픽로57길 2,1,서울특별시 송파구 풍납동 490-7,070-8712-0324
170,키퍼스마켓 (Keepers Market),zerowaste_0068,월-토 11:00~20:00,127.052215802,37.488221685,"제로웨이스트 제품(수세미, 생분해 제품), 저탄소 상품, 유기농 식품, 비건화장품, 자연소재 의류, 업사이클링 패션, 반려식물, 환경서적, 천연수제비누",http://www.instagram.com/keepers.market_official,1,POINT(127.052216 37.48822),,2,강남구,5,서울특별시 강남구 언주로30길 21,1,서울특별시 강남구 도곡동 467-7,02-6080-4007
171,타셋커피 로스터즈,zerowaste_2023_096,"월~금 07:30 ~ 18:00, 토, 일 09:00 ~ 17:00",126.890390000,37.579370000,커피 음료,https://www.instagram.com/tacetcoffee/,1,POINT(126.89039 37.57937),-,2,마포구,1,서울특별시 마포구 월드컵북로 396,1,서울특별시 마포구 상암동 1605,0507-1328-7270
172,타이거릴리,zerowaste_0005,매일 12:00-20:00/휴무 사전공지,126.904261281,37.557597642,비건 향수 및 비누(고체),http://www.instagram.com/tigerlily.seoul,1,POINT(126.90426 37.5576),https://tigerlily.kr/,2,마포구,4,서울특별시 마포구 포은로 119,1,서울특별시 마포구 망원동 422-19,0507-1361-5372
173,탄탄제로,zerowaste_2022036,"월-토 11:00-19:00 일,공휴일 휴무
",126.970116635,37.483385966,"판매물품 또는 판매 식음료를 작성하세요
※ 입력시 내용을 삭제해주세요",https://www.instagram.com/tantanzero_waste/,1,POINT(126.970116 37.483387),https://blog.naver.com/v1coop,2,동작구,3,서울특별시 동작구 사당로16다길 56,1,서울특별시 동작구 사당동 272-35,070-4035-3318
174,토프레소(호서 발산점),zerowaste_2023_083,"월~금 08:00 ~ 18:00, 토,일 08:00 ~ 15:00",126.845540000,37.533230000,커피 음료,,1,POINT(126.84554 37.53323),-,2,강서구,1,서울특별시 강서구 강서로 63,1,서울특별시 강서구 화곡동 348-1,0507-1322-2162
175,투썸플레이스 예금보험공사,zerowaste_2023_033,"월~금 07:00 ~ 23:00, 토-일 11:00-21:00",126.980770000,37.568540000,커피 음료,,1,POINT(126.98077 37.56854),https://www.twosome.co.kr/,2,중구,1,서울특별시 중구 청계천로 30,1,서울특별시 중구 다동 33,02-776-2388
176,파리바게뜨 서소문로점,zerowaste_2023_039,매일 06:00 - 23:00,126.975240000,37.563810000,커피 음료,,1,POINT(126.97524 37.56381),http://www.paris.co.kr/,2,중구,1,서울특별시 중구 서소문로 129,1,서울특별시 중구 서소문동 26,02-730-8288
177,파머스빈 마곡나루점,zerowaste_2023_085,"월~금 07:00 ~ 22:00, 토 10:00 ~ 22:00, 일 휴무",126.826607000,37.568625000,커피 음료,,1,POINT(126.826607 37.568625),http://farmersbean.kr/,2,강서구,1,서울특별시 강서구 마곡중앙5로1길 20,1,서울특별시 강서구 마곡동 757-3,0507-1401-6520
178,퍼즐리,zerowaste_2022019,"&#34;월-금 2:00-18:00 토,일 휴무&#34;
",126.934477482,37.545824223,"판매물품 또는 판매 식음료를 작성하세요
※ 입력시 내용을 삭제해주세요","&#34;https://www.instagram.com/9hourz_healing
https://www.instagram.com/slowwa.official",1,POINT(126.93448 37.545826),https://www.commars.co.kr/,2,마포구,3,서울특별시 마포구 신수로 46,1,서울특별시 마포구 신수동 371-22,02-1544-4253
179,페이퍼넛츠,zerowaste_0012,"월,일10:30-18:00/화,수,목,금10:00-20:30/둘째주넷째주월요일 휴무",126.908234762,37.581218003,"커피류, 견과류, 그래놀라, 요거트",http://www.instagram.com/paper_nuts,1,POINT(126.908234762 37.581218003),http://www.papernuts.kr/,2,서대문구,1,서울특별시 서대문구 거북골로24길 37-8,1,서울특별시 서대문구 북가좌동 346-2,02-6408-7799
180,폴바셋 서소문점,zerowaste_2023_061,"월~금 07:00 ~ 21:00, 토,일 09:00-16:00",126.975220000,37.563110000,커피 음료,https://www.instagram.com/paulbassettkorea/,1,POINT(126.97522 37.56311),http://www.baristapaulbassett.co.kr/,2,중구,1,서울특별시 중구 서소문로 124,1,서울특별시 중구 서소문동 143,02-779-9489
181,플라워에이블,zerowaste_0099," 월~금 08:00~17:00, 예약제",127.047134086,37.503204284,"꽃다발, 부케, 화병꽂이",http://www.instagram.com/i_am_flowerable,1,POINT(127.047134 37.503204),https://www.flowerable.kr/,2,강남구,5,서울특별시 강남구 테헤란로52길 6,1,서울특별시 강남구 역삼동 707-38,0507-1320-4517
182,플립커피로스터스,zerowaste_2023_086,"월~금 07:30 ~ 22:00, 토,일 11:00 ~ 22:00",126.832720000,37.560630000,커피 음료,https://www.instagram.com/flip_seoul/,1,POINT(126.83272 37.56063),https://smartstore.naver.com/flip_seoul,2,강서구,1,서울특별시 강서구 마곡중앙6로 45,1,서울특별시 강서구 마곡동 772-5,070-7543-6545
183,하나은행본점_사내카페,zerowaste_2023_042,"월~금 09:00 ~ 18:00, 토,일 휴무",126.981870000,37.566490000,커피 음료,,1,POINT(126.98187 37.56649),https://www.kebhana.com/,2,중구,1,서울특별시 중구 을지로 35,1,서울특별시 중구 을지로1가 101-1,-
184,한국공항공사_사내카페,zerowaste_2023_049,"월~금 09:00 ~ 18:00, 토,일 휴무",126.799740000,37.560910000,커피 음료,,1,POINT(126.79974 37.56091),https://www.airport.co.kr/,2,강서구,1,서울특별시 강서구 하늘길 78,1,서울특별시 강서구 과해동 676,1661-2626
185,한국폴리텍대학 강서캠퍼스_참人카페,zerowaste_2023_035,월~금 09:00 ~ 18:00,126.842460000,37.549250000,커피 음료,,1,POINT(126.84246 37.54925),http://www.kopo.ac.kr/kangseo,2,강서구,1,서울특별시 강서구 우장산로10길 112,1,서울특별시 강서구 화곡동 산 60-1,02-2186-5800
186,한스바이오매드,zerowaste_2023_067,"월~금 09:00 ~ 18:00, 토,일 휴무",127.115920000,37.486210000,커피 음료,,1,POINT(127.11592 37.48621),http://www.hansbiomed.com/,2,송파구,1,서울특별시 송파구 정의로8길 7,1,서울특별시 송파구 문정동 640-3,02-466-2266
187,해달별 제로웨이스트 샵,11103395_1677737670866,"화~금 12:00~19:00, 토 09:00~18:00, 일, 월, 공휴일 휴무",127.103860000,37.475130000,"EM 비누,세제,대나무 칫솔,천연 수세미,고체 치약 등 리필스테이션운영",http://www.instagram.com/smzerowaste/,1,POINT(127.10386 37.47513),www.smsem.co.kr,2,강남구,4,서울특별시 강남구 자곡로 191,1,서울특별시 강남구 자곡동 600,02-6969-0748
188,해피플,zerowaste_2022043,"월,화,목,금 13:00 - 20:00 토 12:00 - 17:00 / 일,수 휴무
",126.902458195,37.483052558,"칠링백, 꼬물백, 플라워넥 등",http://www.instagram.com/hae.pf,1,POINT(126.90246 37.48305),http://www.instagram.com/hae.pf,2,관악구,5,서울특별시 관악구 조원로2길 14,1,서울특별시 관악구 신림동 1655-10,
189,햇빛상점,11103395_1655687745208,월~토 10:00~20:00 일 휴무,126.916425014,37.600555772," 천연 수세미, 샴푸바, 고체치약, 대나무칫솔, 스테인레스 빨대, 실리콘 컵, 면생리대, 리필세제, 고체 세탁세베, 천연 솔 등", http://www.instagram.com/solar_shop_2050,1,POINT(126.916425014 37.600555772),,2,은평구,3,서울특별시 은평구 연서로 16,1,서울특별시 은평구 역촌동 44-2,02-3157-2649
190,행복중심생협_새록 공릉점,zerowaste_0065,"월~금 10시~21시, 토일 10시~18시",127.080319265,37.622943726,"제로웨이스트제품(생활/주방/욕실용품)
친환경 유기농산물 및 가공식품
우유팩으로 만든 휴지, 생고무장갑",http://www.instagram.com/dbcoop_official,1,POINT(127.080319265 37.622943726),http://www.happycoop.or.kr/main.do,2,노원구,4,서울특별시 노원구 공릉로34길 23,1,서울특별시 노원구 공릉동 238-31,02-975-7145
191,행복커넥트 성수빌딩,zerowaste_2023_080,"월~금 09:00 ~ 18:00, 토,일 휴무",127.055610000,37.543550000,커피 음료,,1,POINT(127.05561 37.54355),http://happyconnect.co.kr/,2,성동구,1,서울특별시 성동구 연무장5가길 25,1,서울특별시 성동구 성수동2가 315-61,-
192,행복플러스,zerowaste_2023_015,월~금 07:30 ~ 18:00,126.977864954,37.566517812,커피 음료,,1,POINT(126.97787 37.566517),-,2,중구,1,서울특별시 중구 세종대로 110,1,서울특별시 중구 태평로1가 31,02-733-1245
193,행복한나눔,zerowaste_2022025,"월-금 10:00-19:00 Break Time 12:30-13:30 토,일 휴무
",126.866417482,37.550760526,"친환경 생활용품, 리필세제 등",https://www.instagram.com/bom_b_salon,1,POINT(126.86642 37.550762),https://www.sharinghappiness.or.kr/,2,강서구,3,서울특별시 강서구 공항대로 543,1,서울특별시 강서구 염창동 312,02-3861-8306
194,허그어웨일,zerowaste_202201,"월~금 10:30~18:30, 토 11:00~17:00, 일 휴무입력시 내용을 삭제해주세요",126.848527544,37.552653102,"주방세제, 세탁세제, 섬유유연제 리필 및 각종 친환경 생필품", http://www.instagram.com/hug_a_whale,1,POINT(126.848526 37.552654),,2,강서구,4,서울특별시 강서구 화곡로55길 23,1,서울특별시 강서구 화곡동 996-7,02-2038-7209
195,협동플랫폼 카페이웃,zerowaste_0015,"매일 10:00~20:00, 토요일 11:00~18:00 (일요일 휴무)",126.928157733,37.580023799,"음료, 제로웨이스트 상품 등",https://www.instagram.com/cafe_neighbor/,1,POINT(126.928154 37.580025),https://linktr.ee/neighbor0326,2,서대문구,1,서울특별시 서대문구 가좌로 77,1,서울특별시 서대문구 홍은동 403-8,070-8118-0326
196,휘카페,zerowaste_2022010,"음료(커피 및 논커피), 디저트(쿠키), 다회용컵, 드립백",127.051419581,37.581077975,"음료(커피 및 논커피), 디저트(쿠키), 다회용컵, 드립백",https://naver.me/xnvXeQ45,1,POINT(127.051419581 37.581077975),https://naver.me/xnvXeQ45,2,동대문구,1,서울특별시 동대문구 서울시립대로 117,1,서울특별시 동대문구 전농동 127-75,070-8667-6332
197,휘펍,zerowaste_2023_084,"화~일 10:00 ~ 22:00, 월 휴무",126.840373800,37.562411500,커피 음료,,1,POINT(126.8403738 37.5624115),-,2,강서구,1,서울특별시 강서구 강서로56가길 63,1,서울특별시 강서구 등촌동 679-2,02-3662-8558
